category,cnt
식품 -> 가공식품 -> 컵라면,1
음료>커피>아메리카노,1
건설 배관자재 조인트 (연결자재),1
기타건강기능식품,1
화장품/미용>클렌징>비누,1
이벤트 경품,1
화장품 > 스킨케어 > 크림,1
식품>냉동가공식품,1
생활/건강>욕실용품>샤워기/수전용품>샤워기,1
악세서리/문구류,1
"식품>차류,커피",1
반려동물사료,1
"컨베이어, 자바라",1
화장품 미스트,1
바디위시.고체비누,1
소스류>간장,1
여성잡화>가방>크로스백,1
양초,1
"IT디바이스, 노트북 주변기기",1
패션/의류>잠옷,1
"유아>인형,옷 용품",1
의류 > 신발,1
생활/,1
-,1
드릴,1
디지털/가전>카메라/캠코더용품>필름/관련용품>35mm필름,1
mp3플레이어,1
사진,1
가공식품>죽>전복죽,1
화장품/미용>스킨케어>세럼 및 기타 부자재,1
축산 육고기,1
고양이옷,1
가구인테리어>홈테코>바디필로우,1
남성 정장/의류,1
램프,1
디지털>카메라용품>카메라케이스,1
안녕,1
화장품세트박스,1
청소용품,1
식품>가공식품>그래놀라,1
냉동쌀가루,1
잡화 주얼리,1
곤충포획틀,1
"생활용품, 주방용품",1
기저귀 비누 등,1
애완사료,1
냉동간편식,1
생활/건강>원예/식물,1
생활/식품/건강>식품>과자,1
전구,1
"애견용품>의류,이동가방,장난감",1
VR기기,1
가구/인테리어>건축자재,1
생활용품>애완용품>장난감,1
생활건강 > 수납관리용품,1
ㄹㅅ,1
생활용품>다회용 마스크,1
반려동물가방,1
생활/건강>실버용품>목욕보조용품,1
화장품 유스트,1
식품>수산가공품,1
액세서리 잡화,1
스포츠용품>자전거용품>자전거캐리어,1
의류/식품,1
디지털/가전>카메라>UV카메라,1
생활/건강>손소독제,1
취미/레저>장난감/키덜트>양모인형,1
"악세서리>목걸이,팔찌 등",1
"가정/생활>생활용품, 스포츠/레져>캠핑",1
팬클럽 상품,1
식품>냉동만두,1
여성의류 > 바지,1
입장팔찌,1
생활/건강>자동차용품>오일관리>엔진오일,1
교육기자재,1
패션>의류 및 신발,1
헤어드라이기거치대,1
과실류,1
생활>생활잡화,1
화장품/식품/생활용품,1
식품>아이스크림,1
스포츠/레져>헬스/요가>헬스기구/용품>AB휠/슬라이더,1
육아>해열용품>미온수마사지패드,1
화장품>수분크림,1
뜨개 용품 패키지,1
게임용품>키보드,1
뽀로로 마스크,1
의류 / 티셔츠,1
양고기 밀키트,1
식품>간편식>시리얼,1
의류> 남성의류,1
생활용품 담요 주얼리,1
의류/잡화>소품>악세사리,1
생활용품-찜질팩,1
천일염,1
라이프스타일>취미키트,1
공구,1
테이프,1
식품 건강식품 화장품 전자기기,1
식품>기타다이어트식품,1
"쌀,부속품",1
디지털 가전 악세사리,1
화장품/미용>헤어,1
페이스소품,1
요소수,1
삼각대,1
농산물>꿀>허니스틱선물세트,1
세차용품,1
식품>가공식품>베이커리,1
생활/건강 > 반려동물 > 리빙용품 > 하우스,1
목걸이,1
패션잡화/문구,1
등신대,1
식품>캔디류,1
농축수산물,1
"잡화(일회용컵/뚜껑), 커피재료",1
쇼핑>종합몰>소호몰,1
MIDI Program,1
패션/잡화>지갑,1
생활잡화>쿠션/방석,1
디지털/가전>휴대폰액세서리/웨어러블 디바이스 액세서리/,1
골프스타킹,1
"화장품,건강기능식품",1
화장품>바디>핸드크림,1
화장품/미용>색조화장품,1
"완구, 도서",1
가구/인테리어>홈데코>주방데코>앞치마,1
반려동물>식품>영양제,1
cpu,1
출판 / 전자상거래업(도서),1
"화장품>색조,기초",1
핸드메이드 수제네일팁,1
카메라,1
생활/건강>실버용품>배변보조용품,1
도서>시집,1
"화장품/미용>바디케어>핸드워시,로션",1
문구/사무용품>데스크용품>데스크패드,1
생활용품>자동차코팅제,1
"의류(모자,티셔츠)패키지(사이즈3종)/ 문구류 패키지 총 2종",1
코딩교육제품,1
축산>냉동>육류,1
패션>이벤트웨어,1
생활/건강>문구사무용품>스티커,1
간편식,1
전자제품>외장하드,1
소품>트레이,1
화장품>외음푸청결제,1
잡화/서적>책,1
반팔 티,1
3D프린팅 출력물,1
도서>웹진,1
코트의류,1
반도체 측정장비,1
휴대폰 미,1
화장품/미용>스킨케어>입욕제,1
생활/건강>욕실용품>수건걸이,1
"세정제류>세탁세제,주방세제",1
식품>건강식품>건강즙/과일즙>사과즙,1
가전/디지털>케이스/보호필름>액정보호필름,1
"레저, 스포트>기타",1
스포츠용품>구기/라켓,1
바지,1
식품>디저트>에그타르트,1
소형전자 등,1
안전화,1
가구인테이러/침구단품/베개/계절베개,1
"반려동물용품,건강기능식품,캠핑,인테리어,의료기기",1
컴퓨터 본체/모니터,1
"주방용품>주방잡화>일회용품>일회용빨대, 잔/컵",1
공예상품/인테리어소품,1
디지털/가전>주변기기>프린터>라벨프린터,1
패션>잡화>악세서리,1
체온계 온도계,1
생활용품>구강케어>치약,1
인테리어소품>인테리어조명,1
"인테리어소품, 생활용품",1
"신선식품>축산>수입육>소,돼지",1
로견,1
화장품 생활용품 등 다수,1
디지털/가전>태블릿PC>액세서리>터치펜/기타,1
"식품, 육가공품",1
시험지세트,1
디저트 베이커리,1
디지털/가전>네트워크장비>홈iot통신장비,1
장품/미용>스,1
shop>all,1
건과류,1
패션의류>양말,1
생활/의류>패브릭 롤,1
식품>축산물,1
홍삼선물세트,1
오토바이 용품,1
꿀스틱(소분한 꿀),1
패션/의류/,1
손거울,1
유니폼,1
샤워기,1
황토매트,1
식품  화장품,1
"의류, 로션, 뿌애액",1
제과제빵>제빵소도구,1
전선정리물품,1
키보드,1
플라스틱 모형,1
자전거세차용품,1
식품>떡,1
식품>빵류(냉동),1
골프백,1
이염방지시트,1
뷰티 디바이스>스킨케어>제모기,1
기타가공식품,1
잡화/패션잡화>마스크,1
반려동물>동결건조사료,1
"가공식품>국탕,볶음,빵류, 간식류",1
기타잡곡,1
악세사리/문구/잡화,1
패션의류>여성언더웨어/잠옷>팬티,1
화장품>네일아트,1
스포츠/레저>축구>축구의류,1
생활/건강>건강측정용품,1
애견사료,1
일반상품,1
화장품>뷰티>미스트등등,1
핸드폰>갤럭시노트20,1
천제망원경,1
주변기기,1
디지털/가전 > 영상가전 > 영상플레이어> 퍼스널뷰어 > 주변기기,1
유아화장품,1
생활/건강>자동차용품>세차용품>광택기,1
버터 등,1
"침구류, 화장품",1
"무선이어폰, 스포츠용품",1
인테리어소품>티슈케이스,1
빨래 건조대,1
여성신발,1
악기/현악기/바이올린 기타,1
위생용품>소독제,1
출산/육아>완구/매트>블록,1
"생활용품(거울,욕실장,행거,등)",1
축구유니폼,1
식품>가공식품>조미료>기타조미료 등,1
측정기기,1
..,1
반지,1
New FMS Project,1
건강용품>마스크>특수마스크,1
패션잡화>목걸이,1
"화장품/미용>스킨케어>비누, 샴푸",1
키홀더,1
냉동생지,1
"지갑, 가방",1
스포츠/레저>스케이트/보드/롤러>킥보드,1
출판/인쇄>책/카드,1
생활용품/텀블러,1
식품다이어트식품기타다이어트식품,1
생활/건강>문구/사무용품>사무용품>현수막,1
"인테리어가구, 소품",1
화장품>바디케어>괄사,1
의류/밀키트,1
의류>후드집업,1
스탠드,1
재봉틀 부품,1
식품(파우더),1
패션잡화>남성신발>워커,1
생활>자동차용품,1
애견용품>간식,1
식품-단백질,1
생활 소모품,1
애견용품/의류>가방,1
화장품/미용>마사크/팩,1
과일>망고,1
패션잡화>헤어액세서리>가발>여성가발,1
화장품/미용>바디케어>샴푸바,1
"마스크 , diy kit",1
디자인문구>카드/엽서,1
의류->여성의류,1
어린이 완구,1
레고장식장,1
의류>여성의류>무지 반팔티,1
"화장품, 생활용품, 식품",1
식품>냉동식품>간편식,1
생활/건강>마스크,1
스포츠/레저>골프>골프용품,1
문서서류,1
냉동냉장식품,1
센서 외,1
전자기기>노트북,1
화장품->향수,1
주방/생활 용품,1
"식품,건강기능식품",1
의료기기>콘돔,1
종이토퍼,1
주스류,1
애견용품>애견가구>애견침대,1
주방용>세정제,1
식품 > 건강식품 > 영양제 > 기타건강보조식품,1
인삼분말,1
마스크 프레임,1
배달대행용품,1
생활/건강>문구/사무용품>이벤트/파티용품>풍선/풍선용품,1
시약,1
"과자, 목도리 등",1
컴퓨터 / TV,1
유아의류,1
화장품>스킨케어>수분크림,1
디지털/가전>계절가전>가습기>,1
워치 스트랩,1
아몬드 초코렛,1
러그/카페트/침구/마스크/인테리어소품,1
"패션>의류>셔츠,니트",1
자전거>로드,1
컴퓨터본체,1
아웃도어가구,1
식품/장류.조미류.유지류>현미유,1
화장품/미용>클렌징>클렌징폼,1
디지털/가전>태블릿PC액세서리>케이스/파우치,1
화장품/미용>바디케어>바디클렌저,1
생활/건강>반려동물>리빙용품,1
패션잡화>운동화,1
"전기밥솥,에어컨,모니터",1
전자제품>학습보조기기>백색소음기,1
모터,1
화장 미용 > 로션과 팩,1
생활/건강>반려동물>강아지 배변용품>배변패드,1
장난감>피젯스피너,1
가방 외,1
사무용품>독서대,1
소형카메라,1
생활용품외~,1
패션 소품 > 패션 브로치 > 뱃지,1
식품>건강식품>건강환/정,1
음료>무알콜와인,1
물비누,1
피켓,1
가구/인테리어>홈데코>주방데코>주방장갑,1
식품>프로틴바,1
의류>스포츠의류,1
전자>부품,1
가공식품>소스,1
젤리,1
문구/오피스,1
생활용품/화장지,1
미등록 서적,1
식품/의류,1
마스크  화장품,1
화장품 스킨케어 크림,1
식품>음료>도라지배즙,1
HDD,1
패션잡화>선글라스/안경테>안경소품,1
생활/건강>자동차용품>편의용품>차량용청소기,1
"식품>냉동,냉장>떡볶이, 함박",1
의료용품>구급/응급용품,1
식품»다이어트»콜라겐,1
"염색약,샴푸,트리트먼트,오일 등",1
가공식품>간장,1
텐트,1
문구>스티커,1
생활/건강>구강위생용품>구강청정제/가글,1
"굴비, 수산물",1
장품/미용>스킨케어>로션,1
생활건강>종교>불교용품,1
식품>가공식품>기타분말가루,1
www.zcm.pe.kr,1
의류>신발>스니커즈,1
"생활용품>컵,텀블러",1
"룸슬리퍼, 의류",1
"생활용품, 옷",1
"신선편의식품 및 김치류 > 샌드위치, 샐러드, 열무김치, 오이소박이",1
치과 유지장치,1
의료기기>치과보철물,1
가구/인테리어 > 침구세트 > 이불베개세트 > 더블/퀸이불베개세트,1
패션 > 의류,1
"화장품/미용>토너, 크림, 세럼 | 파우치",1
뉴트리션,1
전자기기(pc),1
차량용품>타이어용품>에어캡,1
화장품 / 핸드워시,1
잡화/애견용품/인테리어소품,1
생활/건강>반려동물용품,1
화장품>스킨메어>엠플,1
car radio,1
"스포츠용품>의류, 장비, 악세서리 등",1
택배박스,1
화장품/미용>패드,1
편지,1
주방행주,1
플라스틱 모델,1
의류/여성의류,1
화장품/미용>마스크,1
화장품/미용> 메이크업,1
쿠팡 홈  >생활용품  >공구/철물/DIY  >측정/측량도구  >다기능측정도구,1
식품>냉동식품>주먹밥,1
완구류>조립,1
홈데코>조화>비누꽃,1
독도관련물품,1
캔커피,1
밀키트냉동보쌈,1
스포츠,1
도소매,1
의류>애견의류,1
"화장품, 악세사리, 생활잡화, 산업용 공구",1
PC메모리,1
화장품/의류,1
"식품, 공구",1
주방용품>행주,1
식품>가공식품>음료,1
스포츠레저>배드민턴>배드민턴의류,1
화장품>스킨케어>클렌저,1
글러브,1
식물성음료>두유,1
도예작업 용구,1
생활/건강>반려동물>햄스터용품,1
뱃지,1
애견제품,1
자동차>모든부품,1
화장품/미용>네일케어>네일아트,1
가구>매트리스,1
미용->마스크,1
생활가전>가습기,1
레저용품,1
패브릭포스터,1
패션의류>여성언더웨어/잠옷>잠옷/홈웨어,1
화장품/미용>바디케어>아로마테라피,1
생활용품>구강용품>전동칫솔/리필모/치약 등 구강용품,1
생활/건강>주방용품>제과/제빵용품>계량저울,1
식품>건강식품>영양제>프로바이오틱스,1
의류 > 의류/가방잡화,1
의류/신발/잡화 등,1
교과서책,1
헤어악세사리 > 헤어핀,1
성막,1
여성잡화,1
"책, 신발, 옷",1
패션잡화>신발 / 화장품>헤어>샴프 바 린스 바,1
양념통세트,1
식품>즉석조리식품,1
"칫솔, 치약, 마스크, 화장품, 물티슈, 설탕, 소금, 주스, 올리브유, 펫사료, 펫패드, 영양제, 건강식품, 핸드타월, 화장지, 식품 등",1
중고품,1
소금,1
이너뷰티,1
패션잡화>여권케이스,1
"냉장,냉동 저온식품",1
화장품/미용>바디케어>크림,1
취미/키덜트>프라모덜,1
IT>H/W,1
서류(계약서),1
의류>후리스,1
"필터샤워기, 샤워기필터, 샤워기호스",1
출산/육아>유아동잡화>헤어액세서리>헤어끈,1
레트로트 식품,1
식품>음료>요거트,1
냉동식품>번천,1
생활/건강/반려동물/고양이사료,1
"의류/식품>목도리,과자",1
잡화 > 공산품,1
제과,1
스포츠 보충제,1
생활건강>주방용품>식기>면기,1
디지털/가전>주방가전>거품/반죽기,1
아이폰,1
냉동물회육수,1
웨딩영상 usb,1
페이스팩,1
화장품/향수,1
디지털가전>카메라및캠코더용품,1
"악세사리 거치대,젤리,콘센트, 유리병",1
음료류>기타발효음료>유산균음료(콤부차),1
가구/인테리어>인테리어소품>아로마/캔들용품>촛대/홀더,1
화장품/미용>스킨케어>건강식품,1
패션잡화>가발>여성가발,1
생활/건강>반려동물>카시트,1
화장품 스킨케어 스킨,1
디지털>음향기기,1
여성언더웨어,1
라벨,1
코건강 용ㅂ숨,1
화장품/미용>메이크업>쿠션파운데이션,1
장난감>조립완구>옥스포드,1
가구/인테리어>인테리어소품,1
골프용품>스포츠용품,1
여성의류/의류,1
테크,1
시료,1
가구/인테리어>인테리어소품>액자>퍼즐/그림/사진액자,1
스포츠레저>캠핑>캠핑용테이블,1
생활용품>곽티슈케이스,1
생활/건강 > 눈건강용품 > 안대,1
건강식품>과채주스>건강즙,1
패션>의류,1
소형게임기,1
스피커>AI스피커,1
건강기능식품>멀티비타민,1
반려동물용품>급수기,1
티,1
생활/건강>반려동물>패션용품>티셔츠/후드,1
미스트,1
"상온식품(블렌딩 티), 티백, 틴 캔 / 선물세트 & 냉장식품(티 시럽, 250ml, 플라스틱병)",1
생활용품>건강용품,1
생활/건강>주방용품>식기,1
애니굿즈,1
스포츠>테니스>선물세트,1
생활/건강>반려동물>고양이용품,1
"문구류(다이어리,노트)",1
"의류,잡화,악세서리",1
위생용품,1
디지털가전/가전/주변기기,1
생활/건강>공구>전기용품>기타 전기용품,1
생활용품>청소용품>청소세제,1
칵테일 키트와 가방,1
헬스기구,1
화장품/미용>베이비,1
캠핑용품>랜턴,1
마스크팩,1
생활용품>주방용품,1
임산부화장품,1
휴대용가스렌지,1
스포츠레저>보호용품,1
"바디스프레이, 아로마오일",1
화장품/식품/의료기/의류/등등,1
소금(식용),1
가전>계절가전>온열매트,1
화장품/미용>스킨케어>모델링팩,1
귀금곡/귀걸이/목걸이/팔찌,1
골전도이어폰,1
화장품/미용>셀프염색>염색약,1
화장품/미용>클렌징 비누,1
냉동식품>쌀국수,1
디스플레이>자석액자,1
"신선식품>과일,채소",1
식품>그릭요거트&그래놀라,1
자재,1
"화장품크림,스킨,마스크팩",1
가구리빙소품/의자/식기류/문구류/수납함,1
가공식품>식용유/오일,1
로그분석중입니다,1
유아동품,1
계란,1
도서>수험서,1
주방기기>커피머신>커피머신부품,1
냉동빵,1
미용실가구,1
장남감,1
일반잡화,1
냉동>아이스크림,1
스포츠/레저>골프>골프백,1
"명함지갑,화장품,",1
"식품>과자, 컵라면",1
점퍼,1
조립식창고,1
식품>건강식품>영양제>쏘팔메토,1
핸드메이드 소품,1
"잡지, 서적",1
살균 탈취제,1
"직물>카페트,러그",1
화장품/스킨케어>로션>아이크림>립스틱>아이섀도>팩>정관장>홍삼>비타민>,1
옷 숏패딩,1
생활/건강 > 주방용품 > 칼/커팅기구 > 다지기,1
티슈케이스,1
생활/건강>주방용품>조리기구>기타조리기구,1
모형,1
패션/의류>남성패션,1
장갑,1
음료> 수제청,1
수입 냉동 축산물,1
3D프린터>소모품,1
수집>키덜트,1
왁싱기,1
한우꼬리,1
생활/건강>생활용품>보안용품>호신용품,1
패션의류>여성언더웨어/잠옷,1
마사지크림,1
"식품>간편식, 밀키트",1
"그림, 동화책",1
식품->차,1
컴퓨터뷰퓸,1
출산/육아>스킨/바디용품>유아입욕제,1
"머그컵, 악세사리",1
생활/건강문구/사무용품앨범접착식앨범,1
냉장/냉동식품>디저트>테린느,1
인테리어>아트상품(그림액자),1
스포츠/레저>기타스포츠용품,1
디지털 가전>생활가전>무전기,1
"다이어리,노트>노트",1
"패션잡화>장갑,양말",1
생활건강/주방용품/식기/수저,1
출산/육아>이유식용품>턱받이,1
의류>여성,1
"게임기,게임",1
인테리어소품 - 조명 무드등,1
"책자,진공포장파우치",1
홈데코>패브릭,1
기초 화장품,1
음향가전>마이크>알반마이크,1
화장품>헤어케어>샴푸,1
캐릭터굿즈,1
자동차용품>첨가제,1
종합쇼핑몰>패션>잡화>미술품,1
물티슈,1
의료약품>인슐린,1
전자담배>전자담배부품,1
가전디지털  >PC부품  >USB허브/케이블/젠더  >케이블,1
식품건강식품,1
의류/패션>의류,1
요거트,1
휴대용 블루투스오디오기기,1
가스,1
보호대류,1
화장품/미용>스킨케어>미스트/앰플,1
식품>라면,1
악기 기타,1
독서대>스틸독서대>갭데스크,1
위생용품>살균소독제,1
강아지 목욕용품,1
노트북 차저,1
"화장품/미용>스킨케어>마스크팩,미스트,마사지툴",1
식품>냉장>낙곱새,1
전자제품 악세서리,1
생활용품>사무용품,1
생활/건강>세제/세정제>식기세척기전용세제,1
화장품/미용>스킨케어>클렌저,1
ㅇ,1
"의류,인형",1
"화분, 핸드폰케이스, 반려동물 식기",1
인테리어/그림 자동차용품/주차번호판,1
가죽제품,1
패션/잡화>의류/신발,1
옷>반팔,1
생활/주방,1
서류가방,1
디지털/가전>주방가전>음식물처리기,1
생활/건강>생활용품>생활잡화>돗자리/매트,1
보드,1
침구류>베개>경추베개,1
패션/의류>남성의류,1
생활건강>건강관리용품>먼지마스크  등,1
"공예품(접시,컵)",1
건강기능식품>혈액순환제,1
물놀이용품>튜브,1
육아>식기,1
"샐러드, 샌드위치",1
수입가구및소품,1
전자제품>충전기,1
"다이어리, 문구",1
유아동>목욕용품,1
튜ㅕ냐저마ㅑ머버2ㅓ커72,1
속옷류 스타킹 여성 잡화류,1
디지털/가전/휴대폰악세사리/휴대폰케이스,1
명함,1
수산>건식품>건어물,1
과자>한과류,1
식품>음료>티백,1
생활/건강>의료용품>거즈/붕대/솜류,1
생활/건강>주방용품>보관/밀폐용기>물병,1
화자품/미용>피부미용>크림,1
상의,1
소화기,1
클리어 슬라임(장난감),1
반려동물 용품/식품,1
식품>다이어트식품>단백질보충제>단백질음료,1
생활용품>물티슈,1
농산물>옥수수,1
일반식품>차,1
"컴퓨터,의류",1
네일스티커,1
화장품 스킨 로션,1
이유식,1
유제품,1
홈리빙>자세교정,1
저주파 마사지기,1
건강식품/커큐민,1
가전/디지털>핸드폰악세사리>핸드폰케이스,1
홈리빙>청소용품,1
화장품/미용>헤어케어>헤어에센스,1
Auto Parts,1
"아쿠아슈즈,캠핑,의류",1
패션잡화>의류,1
식품>음료>차류>생강차,1
SiC powder,1
"장난감, 잡화",1
화장품/미용>모델링팩,1
인테리어 용품,1
캠핑용품>캠핑컵,1
의류/코트/여성코트,1
홈인테리어욕실용품변기/비데용품,1
식품>음료>이온음료,1
가전제품(복합환풍기),1
운동보조기구,1
"스타킹,양말",1
수집용 트레이딩카드/베어브릭/완구류,1
약국 약,1
도복,1
아웃도어>캠핑용품,1
화장품/미용-헤어케어,1
가전/인테리어,1
Camera,1
의료기기>의료제품>소변컵,1
화장품>스킨케어>미스트,1
디지털/가전>태블릿PC액세서리,1
식품/영양제/기타건강식품>효소식품,1
CD앨범,1
시디,1
생활용품 > 보안용품> 자물쇠,1
의류/악세사리>유아동복,1
ds,1
커피음료,1
축구화,1
냉장냉동>치즈,1
의류/문구/유리컵/잡화,1
"금형부품, 시료, 서류",1
옷/잡화,1
"식품,음료,건강기능식품",1
유아동,1
오토바이/부품,1
호흡운동기구,1
화장품 베게,1
식재료 쿠킹 박스,1
생활/건강>수집품,1
화장품/미용>스킨케어>마스크,1
의류>스커트,1
의류/잡화>신발>가방,1
음료>탄산수,1
의류> 티셔츠,1
카드박스,1
교육교구,1
디지털/가전>주방가전,1
식품>빵>케이크,1
케이팝음반/굿즈/화장품/스킨케어/과자/책,1
핸드폰 거치대 스마트톡,1
우산,1
애견용품>사료>간식,1
교통카드,1
인테리어>러그,1
화장품/미용>클렌징>세안비누,1
디지털/가전/주방가전/기타주방가전,1
반려동물 건조간식,1
건강식품>식품,1
"칫솔, 주방세제",1
화장품> 스킨케어> 로션,1
식품>가공식품>소스,1
음료>커피>액상커피,1
냉동 한우,1
수납/정리용품>바구니,1
화장품/미용>두피케어>샴푸,1
"애견간식, 떡볶이",1
"공예품, 잡화",1
주방용품>제과/제빵용품>와플팬,1
노트북 받침대,1
디지털/가전>주방가전>에어프라이어,1
자동차>자동차용품>카매트,1
생활/건강주방용품->커피용품,1
출산/육아소독/살균용품>젖병건조대,1
장식소품,1
화장품/색조>립틴트,1
"식품>젓갈류, 식품>반찬류",1
살균소독기,1
스포츠/레저>보호용품>팔보호대,1
애견/간식,1
"빵, 디저트",1
화장품/미용>,1
"화장품/미용>기능성화장품>로션,에센스",1
네,1
식/음료>음료>탄산음료,1
미용>타투>타투용품,1
통신판매중계업,1
잡화 안경,1
냉동/간편조리식품>만두,1
디지털/가전생활가전청소기무선청소기,1
생활/건강>문구/사무>데스크용품,1
식품 > 음료 > 병음료 / (6입들이 박스),1
스낵류,1
남성옷/여성옷,1
스포츠 용품(아이스하키),1
전기모기채,1
"잡화,화장품 등",1
"유리 병, 나무 제품들, 취급주의",1
"건강/생활>생활가전>좌욕방석, 전기담요",1
생활>실버용품>목욕보조용품,1
완구/피규어>인형,1
의류 > 여성의류,1
애견/애묘 사료,1
유아동>완구,1
시계>남성,1
디지털피아노,1
"운동용품,애견용품",1
문구/생활용품,1
생활용품>구강/면도>치약,1
스낵>건강간식>자연공유,1
기타상품,1
생활건강>수집품>게임,1
111,1
자동차 부품 및 용품,1
운동용품>아령,1
전자담배액상,1
ㄴㅁㅇㅁㅇㅁㄴㅇㅁㄴ,1
도서>수험서>전문직/고등고시,1
스포츠/레저>자전거>자전거용품,1
식품>건강식품(상온),1
식품>샐러드,1
문구잉크,1
생활/건강>안마용품(괄사),1
모니터,1
농축산>과일,1
생활/건강/인테리어 소품,1
"화장품/이너퍼퓸(뿌리는여성청결제, 바디데오드란트포워먼)",1
디지털/가전>PC액세서리>USB액세서리,1
1.화장품/미용> 헤어케어> 탈모케어     2.화장품/미용> 뷰티소품> 헤어소품> 헤어브러시,1
가방잡화,1
화장품/미용>클렌징>스크럽/필링,1
패션잡화>주얼리>목걸이>패션목걸이,1
식품>탄산음료,1
프린터/스캐너/라벨/리본,1
생활용품>주방잡화>앞치마,1
"생활용품>벽지,DIY",1
"운동용품, 식품>건강식품",1
생물>물고기,1
문구/그림>캔버스,1
러그,1
기부품,1
냉장>요거트,1
생활용품>방향제,1
꿀캡,1
반려동물>강아지용품>강아지쿠션,1
반려동물>강아지 건강>영양제,1
가공식품>잼,1
"식품>빵,초콜렛",1
스마트폰주변기기,1
유아용 장난감,1
"소파,칫솔",1
일판 소포,1
스포츠용품>신발,1
식품>냉동/간편조리식품>기타냉동/간편조리식품,1
컵라면,1
음원,1
의약외품>소모품 외,1
식품>가공 tea,1
"남성언더웨어,건강기능식품,일반식품,생활잡화",1
가구/인테리어>카페트/러그,1
"도서, 잡화, 문구",1
화장품 기초,1
후드티,1
일상>취미용품,1
기타헬스용품,1
마스크케이스,1
애견>탈취제,1
식품>간식>떡,1
유아>장난감,1
"카페트, 발매트",1
패션/의류>바지,1
냉동 농산물 가공식품,1
의류/상하의>유카타,1
전자기기>음향장비>헤드셋,1
전기부품,1
학습기기,1
생활잡화>물놀이튜브,1
